Speaker,URL,Start,End
Celal Şengör,https://www.youtube.com/watch?v=k8MtKS3VDT4,00:11.776,00:18.234
Celal Şengör,https://www.youtube.com/watch?v=k8MtKS3VDT4,00:22.018,00:29.182
Celal Şengör,https://www.youtube.com/watch?v=k8MtKS3VDT4,00:58.491,01:06.825
Celal Şengör,https://www.youtube.com/watch?v=_JdOypI2UUY,07:06.662,07:14.676

Canan Dağdeviren,https://www.youtube.com/watch?v=sy5c4w8dBTA,00:43.142,00:51.163
Canan Dağdeviren,https://www.youtube.com/watch?v=sy5c4w8dBTA,01:01.039,01:07.399
Canan Dağdeviren,https://www.youtube.com/watch?v=sy5c4w8dBTA,01:01.074,01:08.283
Canan Dağdeviren,https://www.youtube.com/watch?v=sy5c4w8dBTA,01:20.119,01:26.205
Canan Dağdeviren,https://www.youtube.com/watch?v=sy5c4w8dBTA,05:10.518,05:24.277
Canan Dağdeviren,https://www.youtube.com/watch?v=sy5c4w8dBTA,07:01.501,07:08.591
Canan Dağdeviren,https://www.youtube.com/watch?v=sy5c4w8dBTA,07:54.803,08:04.870
Canan Dağdeviren,https://www.youtube.com/watch?v=GH4TcU30YhY,00:20.915,00:28.603
Canan Dağdeviren,https://www.youtube.com/watch?v=GH4TcU30YhY,00:57.163,01:10.157
Canan Dağdeviren,https://www.youtube.com/watch?v=GH4TcU30YhY,01:16.459,01:27.498
Canan Dağdeviren,https://www.youtube.com/watch?v=K5Cm2yJo3zc,02:01.934,02:07.451
Canan Dağdeviren,https://www.youtube.com/watch?v=K5Cm2yJo3zc,02:24.817,02:32.707
Canan Dağdeviren,https://www.youtube.com/watch?v=K5Cm2yJo3zc,02:58.486,03:01.268
Canan Dağdeviren,https://www.youtube.com/watch?v=K5Cm2yJo3zc,17:26.396,17:33.110

Aziz Sancar,https://www.youtube.com/watch?v=DXHzlSBQ2lo,02:58.116,02:59.911
Aziz Sancar,https://www.youtube.com/watch?v=DXHzlSBQ2lo,02:57.703,03:05.360
Aziz Sancar,https://www.youtube.com/watch?v=DXHzlSBQ2lo,09:32.454,09:45.648
Aziz Sancar,https://www.youtube.com/watch?v=DXHzlSBQ2lo,21:19.881,21:22.533
Aziz Sancar,https://www.youtube.com/watch?v=DXHzlSBQ2lo,21:19.902,21:23.991
Aziz Sancar,https://www.youtube.com/watch?v=DXHzlSBQ2lo,21:48.319,21:55.701
Aziz Sancar,https://www.youtube.com/watch?v=lLbDbHPdWA0,01:26.367,01:37.484
Aziz Sancar,https://www.youtube.com/watch?v=lLbDbHPdWA0,01:38.905,01:52.594
Aziz Sancar,https://www.youtube.com/watch?v=1ukyibRf9Y8,00:18.202,00:23.638
Aziz Sancar,https://www.youtube.com/watch?v=1ukyibRf9Y8,00:24.273,00:34.863
Aziz Sancar,https://www.youtube.com/watch?v=1ukyibRf9Y8,01:13.876,01:21.706
Aziz Sancar,https://www.youtube.com/watch?v=TvQlB1-KWoo,00:09.641,00:16.050
Aziz Sancar,https://www.youtube.com/watch?v=TvQlB1-KWoo,01:08.605,01:16.401
Aziz Sancar,https://www.youtube.com/watch?v=TvQlB1-KWoo,02:15.979,02:32.721

Sevil Atasoy,https://www.youtube.com/watch?v=pMLWrrTb0mM,03:42.049,03:50.547
Sevil Atasoy,https://www.youtube.com/watch?v=pMLWrrTb0mM,04:17.297,04:22.146
Sevil Atasoy,https://www.youtube.com/watch?v=pMLWrrTb0mM,04:57.522,05:17.151
Sevil Atasoy,https://www.youtube.com/watch?v=pMLWrrTb0mM,23:51.800,24:09.885
Sevil Atasoy,https://www.youtube.com/watch?v=BfiSHEDgeOI,01:16.317,01:27.241
Sevil Atasoy,https://www.youtube.com/watch?v=BfiSHEDgeOI,01:36.132,01:47.077
Sevil Atasoy,https://www.youtube.com/watch?v=BfiSHEDgeOI,05:04.819,05:15.338
Sevil Atasoy,https://www.youtube.com/watch?v=BfiSHEDgeOI,17:58.784,18:12.241
Sevil Atasoy,https://www.youtube.com/watch?v=BfiSHEDgeOI,23:18.268,23:26.106
Sevil Atasoy,https://www.youtube.com/watch?v=BfiSHEDgeOI,22:59.603,23:09.377
Sevil Atasoy,https://www.youtube.com/watch?v=BfiSHEDgeOI,27:23.853,27:44.702
Sevil Atasoy,https://www.youtube.com/watch?v=2aTxFEv0A9Y,05:18.602,05:26.836
Sevil Atasoy,https://www.youtube.com/watch?v=2aTxFEv0A9Y,05:33.221,05:52.430
Sevil Atasoy,https://www.youtube.com/watch?v=2aTxFEv0A9Y,05:52.934,06:02.163
Sevil Atasoy,https://www.youtube.com/watch?v=2aTxFEv0A9Y,06:10.079,06:17.801
Sevil Atasoy,https://www.youtube.com/watch?v=2aTxFEv0A9Y,06:28.481,06:40.987

Canan Kaftancıoğlu,https://www.youtube.com/watch?v=a8NjETIFOgw,00:00.810,00:06.498
Canan Kaftancıoğlu,https://www.youtube.com/watch?v=a8NjETIFOgw,00:35.025,00:50.948
Canan Kaftancıoğlu,https://www.youtube.com/watch?v=OTHUDJIbGnc,01:11.998,01:20.029
Canan Kaftancıoğlu,https://www.youtube.com/watch?v=OTHUDJIbGnc,01:30.847,01:41.205
Canan Kaftancıoğlu,https://www.youtube.com/watch?v=OTHUDJIbGnc,02:18.731,02:22.610
Canan Kaftancıoğlu,https://www.youtube.com/watch?v=OTHUDJIbGnc,02:25.416,02:32.763
Canan Kaftancıoğlu,https://www.youtube.com/watch?v=OTHUDJIbGnc,07:11.143,07:27.565
Canan Kaftancıoğlu,https://www.youtube.com/watch?v=OTHUDJIbGnc,07:30.265,07:35.433
Canan Kaftancıoğlu,https://www.youtube.com/watch?v=jGCy0yUrB1M,00:58.805,01:10.611
Canan Kaftancıoğlu,https://www.youtube.com/watch?v=jGCy0yUrB1M,01:19.711,01:26.757
Canan Kaftancıoğlu,https://www.youtube.com/watch?v=jGCy0yUrB1M,02:21.389,02:38.439
Canan Kaftancıoğlu,https://www.youtube.com/watch?v=jGCy0yUrB1M,03:02.704,03:13.422
Canan Kaftancıoğlu,https://www.youtube.com/watch?v=jGCy0yUrB1M,05:46.788,05:53.681
Canan Kaftancıoğlu,https://www.youtube.com/watch?v=jGCy0yUrB1M,25:12.844,25:28.882

Erkcan Özcan,https://www.youtube.com/watch?v=H1h3BVYBB9Y,05:24.347,05:26.804
Erkcan Özcan,https://www.youtube.com/watch?v=H1h3BVYBB9Y,06:25.265,06:32.063
Erkcan Özcan,https://www.youtube.com/watch?v=H1h3BVYBB9Y,06:26.563,06:32.406
Erkcan Özcan,https://www.youtube.com/watch?v=H1h3BVYBB9Y,07:34.275,07:40.263
Erkcan Özcan,https://www.youtube.com/watch?v=fCZWIsHbXdU,00:03.741,00:18.865
Erkcan Özcan,https://www.youtube.com/watch?v=fCZWIsHbXdU,00:31.601,00:40.403
Erkcan Özcan,https://www.youtube.com/watch?v=fCZWIsHbXdU,00:46.087,00:51.913
Erkcan Özcan,https://www.youtube.com/watch?v=IeuNzOl__TQ,00:13.457,00:24.618
Erkcan Özcan,https://www.youtube.com/watch?v=IeuNzOl__TQ,00:27.395,00:36.722
Erkcan Özcan,https://www.youtube.com/watch?v=IeuNzOl__TQ,00:36.697,01:06.529
